id,body,title,last_crawl_date,url
35,"NEW DELHI: The American Embassy School, located within the US embassy compound in New Delhi, is under the scanner for alleged violation of India's tax and visa laws - a fallout of the reciprocal measures taken by New Delhi to pare down the privileges of US diplomats in India over the Devyani Khobragade episode. As the US and India continue with business as usual in the aftermath of the fracas over the handcuffing and strip-search of Indian diplomat Khobragade, reports said several American teachers, who are spouses of US diplomats, work at the American school without legal work permits in violation of Indian laws. A New York Times report Thursday said the school has issued a handout to staffers saying that women teachers whose husbands would be teaching at the school should not reveal that they will be teaching too. ""The female spouse should not state that she will be working,"" the handout stated, instructing spouses to list their occupation on visa applications as ""housewife"", adding that ""no sexism is intended on our part"", according to the NYT report. Khobragade, then India's deputy consul general in New York, was arrested Dec 12 for alleged visa fraud - charges she has denied. In a reciprocal move, India withdrew several diplomatic privileges from US diplomats including airport passes and diplomatic ID cards and also asked to be informed about the number of teachers working in American schools in India and their salaries. India has also asked that salaries that the US embassy and consulates pay their Indian staff be conveyed. The American Embassy School handout ""notes that India has placed restrictions on the number of tax-free visas available to school employees"". ""So, if you are a teaching couple,"" the handout says, ""we usually have the male spouse apply for the 'employment' visa and the female spouse be noted as 'housewife' on the visa application,"" the NYT said. India's external affairs ministry spokesperson Syed Akbaruddin said: ""We are aware of these reports. These are serious issues relating to visa and tax matters. We will examine them very carefully."" The Khobragade incident led to a nasty stand-off between the US and India. However, after she returned to India last week both sides have attempted to return to business as usual. On Tuesday, US Deputy Secretary of State William Burns hosted a ""productive"" lunch meeting with Indian Ambassador S. Jaishankar and both sides affirmed the importance of the US-India strategic partnership. The fact that spouses of some American diplomats were working as teachers in the school was well known. It had been going on for many years as part of the ""wink and nod"" agreement between the two sides. In the same manner, Khobragade was allowed to take her domestic help Sangeeta Richard along with her by agreeing to pay the US equivalent salary to her, which Indians cannot afford, said a source. The US is keen to put aside the Khobragade incident and move ahead with its bilateral ties with India - built steadily over the years, said a source, adding that the Burns-Jaishankar meeting was a firm statement of its intent.","Devyani Khobragade case: American School under scanner for violation of visa, tax laws - The Economic Times",1/16/14,http://economictimes.indiatimes.com/news/politics-and-nation/devyani-khobragade-case-american-school-under-scanner-for-violation-of-visa-tax-laws/articleshow/28904735.cms
36,"NEW DELHI: Rahul Gandhi will not be Congress party's nominee for Prime Ministership in the April-May Lok Sabha polls but will lead the election campaign, the party announced today putting at rest all speculation about his role. The decision was taken at the two-hour meeting of the extended Congress Working Committee brushing aside an overwhelming demand for anointing him the PM nominee ahead of the polls. Addressing those who voiced the clamour for declaration of Rahul as PM candidate, Congress President Sonia Gandhi said there is no tradition in the party to declare a PM candidate before polls. The demand for Rahul to be made PM candidate was raised by Kerala PCC chief Ramesh Chennithala and got instant support from a host of leaders including B K Hari Prasad, Gurudas Kamat, Ghulam Nabi Azad and youth Congress chief Rajiv Satav . Soon after the CWC meeting began, Chennithala made a strong pitch to declare Rahul Gandhi as PM candidate saying ""time has now come to do it"" and reasoned this will enthuse the youth and will be beneficial for Congress in the changed demographic scenario. As the leaders made a common chorus to name Rahul as PM pick, Sonia Gandhi intervened saying why should the party name a PM candidate before polls when there is no such precedent. ""This meeting of the AICC delcares that 2014 election campaign will be led by Rahul Gandhi,"" the CWC decided adding the line in the omnibus draft resolution which will come before the AICC meeting tomorrow for approval. Rahul has been entrusted to lead the campaign a year after he was made the party Vice President in the brain storming session at Jaipur in January last. Taking a dig at BJP, which has declared Narendra Modi as its PM candidate, party general secretary Janardan Dwivedi said that in Congress the question of making anyone the PM candidate never arose starting from the era of Jawaharlal Nehru to the 2004 elections, which the party fought under the leadership of Sonia Gandhi. ""It is always clear who is the leader in Congress. It is never an issue for us,"" he said adding it is an issue for those parties which have seen intense rivlary and dissension over Prime Ministerial candidate. Reacting to the CWC decision, Rahul Gandhi said he is a dedicated worker of the party and would carry out whatever responsibility given by the organization. Dwivedi sought to dismiss the perception that Congress was shying away from declaring its PM candidate due to apprehensions of a poor show in the next polls at a time when Modi-led BJP appears to have an advantage.","Rahul Gandhi not to be anointed PM candidate, to lead party campaign - The Economic Times",1/16/14,http://economictimes.indiatimes.com/news/politics-and-nation/rahul-gandhi-not-to-be-anointed-pm-candidate-to-lead-party-campaign/articleshow/28901727.cms
37,"Daily Horoscope. Today's Birthday. You will get the chance to put various relationships on a firmer footing over the coming year and you must take full advantage of it. Whatever your current differences may be they can and must be resolved. Itís better to work together than to worry alone. Aquarius. January 20 - February 19. Todayís full moon urges you to get your head out of the clouds and focus on the facts of your current situation. You will have to tighten your belt financially over the next few weeks but it will only hurt if your attitude is wrong. Pisces. February 19 - March 20. You may find it hard to stay focused today and if that is the case you are advised to stop trying and let the cosmic winds blow you where they will. Ultimately all roads lead to where you are destined to be, so why struggle? Aries. March 21 - April 19. Be honest with friends and colleagues today, even if what you have to tell them is not what they want to hear. Having said which, maybe what you think is bad news is nothing of the kind ñ maybe from their point of view itís good. Taurus. April 20 - May 20. Any plans you make now are under the influence of the full moon, so try not to take them too seriously. A lot depends on whether you made them rationally or emotionally. If it was the latter, they may have to be changed. Gemini. May 21 - June 20. Your ideas are as good as anyone elseís ideas but for some reason you seem to think you are not as smart as your rivals. It may be true they have fewer self-doubts but where intelligence is concerned you are way out in front. Cancer. June 21 - July 22. You may have a hard time controlling your emotions today but in a way thatís good because, as usual, you have been keeping your feelings bottled up inside. Shout and scream if you have to ñ and even if you donít have to! Leo. July 23 - August 22. Donít take it personally if family and friends are hard to get through to today: it seems they have a lot on their minds at the moment. If there are issues you need to discuss, wait until tomorrow when they wonít be quite so worried by life. Virgo. August 23 - September 22. The less you reveal about your plans the better. Keep your ideas to yourself and stay tight-lipped even if your best friends ask what you are up to. That applies just as much on the work front. The less others know, the better for you. Libra. September 23 - October 22. Someone who envies your calm demeanor will turn up the heat today in the hope that you will start to sweat, but what they donít know is that you thrive on this sort of pressure. Not even todayís full moon can crack your composure. Scorpio. October 23 - November 21. Donít get upset if others donít seem interested in what you have to tell them. Itís unlikely you will get much sense out of them over the next 24 hours. If you want intelligent conversation, you may have to talk to yourself. Sagittarius. November 22 - December 21. Your words will carry more weight if you keep what you have to say short and to the point. Donít bother with explanations or clarifications, just say what you mean and leave no one in any doubt that you mean what you say. Less means more. Capricorn. December 22 - January 19. Some people may not deserve your assistance but as the moon is full in your opposite sign you should be considerate. However, donít be so considerate that you let slip information that could help rivals get rich at your expense.",Daily Horoscope | New York Post,1/16/14,http://nypost.com/horoscope/
38,"So what did do we make of A-Rodís comments? Seems to me like he has entered the seventh and final stage of grief : Acceptance and Hope. This is yet another classic A-Rod episode, of course. He offers eyebrow-raising remarks, the story breaks overnight, and it requires translations both literal (Spanish to English) and spiritual (A-Rod-ish to English). I believe A-Rod will see through his three lawsuits ó one against MLB for tortious interference, one against Yankees team doctor Christopher Ahmad for medical malpractice and the latest one against MLB and the Players Association to vacate his 162-game suspension, if youíve lost track ó but I donít think the first and third will last much longer. Common sense says neither will make it to an actual trial. Maybe just a trickle of common sense is seeping through A-Rodís wall of anger and bargaining (stage three). Maybe heís realizing that if he actually wants to play baseball again, he should lighten up the rhetoric. Getting back to common sense, the only way A-Rod ever figures to play in MLB again is if the Yankees decide they would rather give him yet another chance than eat the $61 million theyíll owe him for 2015-2017. Shoot, Hal Steinbrenner called A-Rod an ìassetî Wednesday, so anythingís possible. Anythingís possible always with A-Rod, so thatís why you donít want to draw too many conclusions from anything he says or does. All we know for now is this: He isnít giving up the fight yet in court, not at this moment. On this, we can reasonably speculate: He sounds like a man whoís starting to appreciate he wonít win this fight. The annual BAT dinner, held by the Baseball Assistance Team , will be held next Tuesday, Jan. 21. The late Players Association executive director Michael Weiner will be honored, as will Phillies shortstop Jimmy Rollins (for his community service) and free agent Michael Young (for his character). Tickets are still available at BaseballAssistanceTeam.com or by calling 212-931-7822. Your Pop Quiz answer is Joe Pepitone. If you have a tidbit that correlates baseball to popular culture, please send it to me at kdavidoff@nypost.com. But please donít send me a wrong Pop Quiz question, because then I get angry e-mails. A few weeks back, I ran a question asking you to name the three Yankees who appeared as themselves in the classic (overrated, in my opinion) ìPride of the Yankees.î Thanks to Mark Forman of Boynton Beach, Fla.; Mickey Goldberg of Milford, Conn.; Sal Buono of Riverview, Fla.; and Anthony Salerno of Fairfield, Conn., all of whom wrote me to note that a fourth Yankees player, Mark Koenig, also appeared as himself in the inexplicably adored film.","A-Rod not giving up the fight, but seems to realize he canít win | New York Post",1/16/14,http://nypost.com/2014/01/16/a-rod-not-giving-up-the-fight-but-seems-to-realize-he-cant-win/
39,"SANTA CLARA, Calif. ó The matchups from the quarterbacks to the coaches will be discussed ad nauseam in the coming days, and opinions will vary on what strategies should be used. But beyond the Xís and Oís, the fundamental truth about Sundayís NFC Championship is the 49ers donít like the Seahawks and arenít afraid to admit it. ìThereís no question thereís a lot of hostility between us,î said mild-mannered linebacker Patrick Willis. ìTheyíre an opponent and we want to win.î On paper, the Niners (14-4) versus the Seahawks (14-3) is about as good as it can get in the NFC. Theyíre the two best teams in the conference, playing their best football. The fact they genuinely canít stand each other only adds to the hype. When asked on Wednesday if the dislike between the two NFC West rivals was real, wide receiver Anquan Boldin didnít hesitate: ìI think so,î he said. ìIt will always be that way when you have two teams in the same division. You play each other two times a year and, if youíre good enough, possibly three times a year. Itís the same way when I was in Baltimore playing against Pittsburgh. You respect each other as foes, but thereís a real dislike.î The two teams split their regular-season meetings, but what has the 49ers angry is the Seahawks have beaten them by a combined score of 71-16 in the last two games played in Seattle. That includes a 29-3 Seahawks win on Sept. 15 at CentruyLink Field. Niners quarterback Colin Kaepernick had three interceptions and a lost fumble in September, but insists the two previous games in Seattle, ìreally donít matter at this point. Weíre trying this game so we can get to where we want to be.î Itís understandable why the Niners and Seahawks donít exchange Christmas cards. San Francisco is making its third straight trip to the NFC title game and isnít used to being embarrassed, which is what happened when the Niners were beaten 42-13 in December 2012 before getting whipped again last September. Not only did they have to put up with the crowd noise generated by the very vocal Seahawks fans, but they had to listen to the chatter coming from the players. Boldin, for one, isnít about to back down. ìIf you want to talk and do a lot of that, feel free. But at the end of the day you have to play football,î Boldin said. ìYou can do all the talk and the rah-rah you want. But when all that emotion wears off, youíre still playing football. Thatís when the real men show up.î This may be the NFLís best current example of familiarity breeds contempt. The overall series between the two teams if 15-15 with the Seahawks winning four of the last five games in Seattle. This is their first postseason matchup, though you get the feeling theyíd be willing to play this on a sandlot with nobody around. ìThis is only for the tough,î Niners coach Jim Harbaugh said, ìthis kind of game, this point in the season. Our guys are very happy about that. Theyíre very excited and very much looking forward to this being a lot of fun. I would trade to be able to compete as a player in this game. Itís pretty significant.î The Niners beat the Seahawks, 19-17, Dec. 8 in San Francisco. Itís part of an eight-game winning streak that has infused them with confidence. Unlike other teams that might not be familiar with the intimidating atmosphere in Seattle, the Niners know what to expect. ìIíd be kidding myself if I said the crowd wasnít loud,î Willis said. ìBut at the end of the day it doesnít matter. We have to play to the best of our ability. If we do that and God forbid we lose and we play our best football, then maybe it wasnít meant to be. But at the end of the day itís all about getting that W. We want to go out there and play our best football. This is the game to go to the Super Bowl and itís going to take everything we have.î",Real animosity ratchets up hype for NFC title game | New York Post,1/16/14,http://nypost.com/2014/01/16/real-animosity-ratchets-up-hype-for-nfc-title-game/
40,"THEATER REVIEW. The Surrender. Thereís a famous movie called ìRear Window.î Now thereís an infamous play that should be titled ìRear Entry.î Based on Toni Bentleyís ìerotic memoir,î the new solo ìThe Surrenderî details its authorís discovery and embrace of anal sex. Rammed with prose as purple as it is explicit, the show, which Bentley adapted herself, is a laughable ego trip. To hear her tell it, youíd think this straight lady had invented butt sex. The 2004 best seller detailed Bentleyís journey from ìwretched emotional submission to my blessed sexual submission.î She and ìA-Man,î as she called her main lover, went through the mass-market back door long before Anastasia Steele and Christian Grey even looked at the buzzer. The show is a monologue, so, sadly, thereís no A-Man here ó he might have helped break the monotony. A former New York City Ballet dancer, Bentley was in her early 40s when her book came out. Here, the narrator, played by Laura Campbell, looks to be in her mid-20s. Itís a key change: Weíre watching a young woman excitedly recount and even brag about her sexual exploits, instead of hearing a mature one reflect on a transformative experience. Itís hard not to daydream about what a more experienced actress could have done with the material. But then, not even Judi Dench (now thereís a thought!) could salvage howlers like ìI met this man in a foreign land called Bliss,î ìThe impossible had come to pass in my a<U+200A>-<U+200A>-,î and ìHe shattered the control panel of my being.î And when Bentley recalls a man invading her ìvertical mail slot,î itís no metaphor ó they literally have sex through an opening usually reserved for the US Postal Service. As if this all werenít obvious enough, director Zishan Ugurlu has poor Campbell, clad in a short silk robe and a corset, writhe seductively on a chaise lounge. The single most interesting aspect of the show is its unintentional portrait of Bentley as an OCD case. She records all her sexual encounters in notebooks (reaching 298 with A-Man alone), grooms obsessively before every session, and keeps her used condoms and crusty K-Y leftovers. (That last bit didnít make it from the book to the stage.) But that may have been a bit too disturbing for this rah-rah ode to self-empowerment. Better to end on a coy note ó yet even then, the moon only half-rises.",Toni Bentleyís memoir ëThe Surrenderí becomes a stage clunker | New York Post,1/16/14,http://nypost.com/2014/01/16/toni-bentleys-memoir-the-surrender-becomes-a-stage-clunker/
41,"Remember the scene in ìThe Godfatherî when gangster lawyer Tom Hagen urges Hollywood studio chief Jack Woltz to cast crooner Johnny Fontane in his new movie? Woltz says he canít do it because Fontane stole a girl from him. ìA man in my position,î Woltz hollers, ìcanít afford to be made to look ridiculous!î Thatís the problem for Chris Christie with this Bridgegate nonsense. The (unlikely) worst possible outcome for him is that it comes out heís been lying, in which case heís finished every which way. But the likely outcome may leave Christie looking ridiculous ó and a man who wants to be president ìcanít afford to be made to look ridiculous.î Those who hope to make political hay with the lane closures think it plays into his image as a ìbully.î Others seem to think it will do damage to his reputation as a no-nonsense plain-speaker and truth-teller, or that it suggests heís an incompetent who doesnít know what his aides are doing. Not at all. In fact, the early polls in New Jersey suggest it hasnít hurt him very much, and thatís with the wall-to-wall, 24-7 coverage it has garnered everywhere. After all, this is the very definition of a petty scandal, and it looks pettier and odder every day. Someone decided to close lanes and make traffic, and to cover up that fact with a ìstudy.î It was an awful thing to do, but the sheer peculiarity of the scheme ó no matter what the reason ó makes it essentially comic in the retelling. Thatís good for Christie in one way, because his enemies in New Jersey and the Democratic Party (and some on the right in the GOP) are already in danger of overplaying their hands and treating this clown show as though it were Watergate. But itís bad for Christie in another way. The pettiness of the lane closures threatens to turn him from a formidable presence into an object of ridicule. On Tuesday night, Jimmy Fallon teamed with Bruce Springsteen on an immensely clever ìBorn to Runî takeoff that will probably have 50 million YouTube hits by the time the 2016 election rolls around. ìThey shut down the tollbooths of glory ícause we didnít endorse Chris Christie,î Fallon sang, while Springsteen complained he needed to go to the bathroom but couldnít because he was caught up in ìGovernor Chris Christieís Fort Lee, New Jersey, Traffic Jam.î Yes, Springsteen is a leftist, and yes, this is a classic mainstream-media hit on a Republican. But to use a term beloved to Internet marketers, the idea behind the video is ìsticky.î It will persist. Christie will forever be associated not only with the inconvenience an invented traffic jam caused but with the cockamamie scheme executed on his behalf ó punishing someone through the ludicrous conceit of making gridlock happen. Among the consequences of this ludicrous conceit: Bruce Springsteen shouting, repeatedly, ìI have to take a leakî on national TV. Christie and Sarah Palin have very little in common, to put it mildly, but the moment in 2008 that Palin became the gleeful object of belittling late-night satire, she went from being a raw political talent Democrats deeply feared to a comic wellspring from which they drank deeply. Up till now, Christieís main liability as a pop-culture figure has been his weight. Heís working on that, and impressively so. Thatís hard work. Maybe itís preparing him for the equally hard work of avoiding the fate of Jack Woltz, who ended up with a horseís head in his bed.",Chris Christie: forever the punch line of Bridgegate jokes | New York Post,1/16/14,http://nypost.com/2014/01/16/chris-christie-now-the-butt-of-jokes/
42,"The Mann of the hour beat Tom Brady Wednesday. Peyton Manning practiced with his team, and Brady was too ill to practice with his team. Now all Manning has to do is beat him Sunday, and heís back in the Super Bowl. Except all this Manning-Brady Legacy Game talk overlooks the one man who has stood in Manningís way from the moment he entered the league 15 years ago, the one man Brady never had plotting against him. The one man who has made Manning more sick than anyone who stood between him and the Lombardi Trophy. A man who, if Brady is at anything less than 100 percent on Sunday, will have his back with a defense prepared to confuse and fluster Manning more than any other. A defense that will believe it can do the job against Peyton Manning. And such is Manningís respect for this man that if you listened to him Wednesday, you would have thought Manning and the Broncos were trying to claim the Bill Belichick Trophy, not the Lombardi Trophy. ìCoach Belichick is the best coach that Iíve ever competed against,î Manning said, ìand I think itís safe to say heíll go down as the greatest NFL coach of all time. ìAnd so, the teams that he has coached, that Iíve competed against, have always been well-coached, always been prepared, have always played hard for 60 minutes. ìIf I had to think of a couple of things that stood out about the teams that heís coached ó I played against him when he was a defensive coordinator with the Jets, and then when he was the head coach in New England ó those things jump out every single week, and to me, that speaks to his coaching.î In 1998, when Belichick was Bill Parcellsí defensive coordinator with the Jets, Manning threw two interceptions in a 44-6 blowout loss in the third game of his rookie season. Two years later, in Belichickís first year with the Patriots, Manning threw three interceptions in a 24-16 loss. In 2001, three more interceptions in a 44-13 rout. Manning really didnít break through against Belichick until the 2006 AFC Championship victory. In the playoffs, Manning is 1-2 against Belichick, with two touchdowns and six interceptions. For Manning, this would be the sweetest of Peybacks for the torment of his youth ó and beyond. Manning was asked if he relished these matchups with Belichick. The Brain vs. The Genius. ìItís a great challenge when youíve played against teams coached by Bill Belichick,î Manning said. ìLike I said, always well-coached, always well-disciplined, and you know itís going to be a 60-minute fight.î Eli Manning ruined Super Bowls XLII and XLVI for Belichick. Peyback for him in a sense as well. ìHeís as good as weíre going to face, as good as we have faced,î Belichick said. ìItíll be a big challenge for us, I think our defensive football team realizes that, and weíll be out there Sunday to do our very best at defending not only him but the other 10 guys that are out there with him, and theyíre all pretty good, too.î There is no doubt in my mind Manning would have more than one Super Bowl ring had he been paired with Belichick. Broncos defensive coordinator Jack Del Rio is respected, but how often do you suspect Brady will be asked about him? ìCertainly preparation is important in games like this, and you want to have kind of laser focus,î Manning said. ìBut I guess what I would say, if you have to prepare harder for this game, that means you probably havenít been preparing hard enough all season long. And so, I really feel you have to treat every game, regular-season game, as if itís the most important game. I mean, cover yourself from a preparation standpoint, spend the time talking to your teammates about this adjustment or this audible, thatís how youíre supposed to play the game I think and prepare. But when you do that all season long, when you get to games like this, it should flow right along. Ö Our preparation had been good all season, and itíll be important that itís solid again this week.î Brady, Manning knows, will prepare for Del Rio as if he were Belichick. ìI feel like heís been a better player each year than he was the year before,î Manning said, ìand that to me speaks to his work ethic in the offseason, his refusal to be complacent or satisfied. He always feels like he can step his game up one level higher, which some of the seasons heís had, you kind of say, ëHow can he can get better than that?í but I think he has done that.î Manning was asked how big a deal Bradyís absence from practice Wednesday was. ìI really donít know the answer to that,î he said. ìI would say probably not that big of a one.î Belichick showing up sick Sunday, now that might get Peyton Manning Super healthy.","Belichick, not Brady, is Manningís nemesis | New York Post",1/16/14,http://nypost.com/2014/01/16/belichick-not-brady-is-mannings-nemesis/
43,"NEW DELHI/AMETHI: Aam Aadmi Party on Thursday did not rule out Arvind Kejriwal contesting in the upcoming Lok Sabha elections, with an AAP leader saying no decision has been taken on whether Delhi MLAs or the chief minister would be in fray. ""No formal decision has been taken by the election committee on whether any (AAP) MLA would not contest Lok Sabha elections,"" Yogendra Yadav said. ""The party has also not taken any decision that Arvind Kejriwal will not contest elections,"" he said, indicating that the Delhi chief minister may be in the race for Prime Minister's post if the party is in a position to form the government. Kejriwal had earlier said that he would not contest in Lok Sabha election and no AAP MLA would be allowed to fight the polls. When asked by reporters over Kejriwal's statements, Yadav said, ""He said this on basis that if MLAs are interested in contesting the Lok Sabha polls then how are we going to run the government. Anyway, we just have 28 MLAs."" Meanwhile, taking a swipe at Rahul Gandhi , AAP leader Kumar Vishwas on Thursday said he would build a house in Amethi and live with the people, unlike ""yuvraj"" (prince) who stays in ""rajmahal"" (palace). Stating that he would not leave Amethi, Vishwas, who is likely to contest the Lok Sabha polls in an Aam Aadmi Party ticket from here, said, ""I am a servant and not Yuvraj. I will build a house here to stay."" ""He (Rahul) claims that the people of Amethi are his family ... But he stays in rajmahal and travel by air while the people here do not have roof over their head ... Which type of family relation is this?"" he said. Mounting attack on the Congress vice-president, Vishwas said, ""Rahul used to tell tales of development in Amethi but it is not seen anywhere here ... He used to lure people by only assurances but now people have started understanding the reality. Now he is resorting to a lot of gimmicks."" Trying to corner Rahul over the issue of corruption, the AAP leader said he used to talk about corruption but forgot that maximum number of corruption cases came to the fore in the government ""patronized"" by him.",Arvind Kejriwal may contest Lok Sabha poll; Kumar Vishwas to ëbuild house in Amethi to live with peopleí - The Economic Times,1/16/14,http://economictimes.indiatimes.com/news/politics/and/nation/Arvind-Kejriwal-may-contest-Lok-Sabha-poll-Kumar-Vishwas-to-build-house-in-Amethi-to-live-with-people/articleshow/28894352.cms
44,"NEW DELHI: Taunting the Congress, BJP today said it had avoided naming Rahul Gandhi as its Prime Ministerial candidate as it was aware of an impending defeat in the Lok Sabha polls. BJP said naming of Rahul Gandhi as the Congress' Prime Ministerial nominee would have led to comparisons with Narendra Modi against whom the Congress Vice President ""stands no chance"". Party president Rajnath Singh said the Congress decision indicated that they accepted that Modi is going to be the Prime Minister . Leader of Opposition in the Rajya Sabha Arun Jaitley said the decision of the Congress demonstrated that it had recognised the reality. ""I think it is a recognition of reality since they know they are not going to form the government. Then why the need for announcing a PM candidate. I think, any party which takes a decision of this kind weighs the realities,"" he said. He said Congress intent would also have been to ""duck"" a comparison with Modi for the country's top post. BJP's Deputy Leader in the Rajya Sabha Ravi Shankar Prasad said the Congress knew that it would lose badly and it would not want a head of the Gandhi family to be its Prime Ministerial candidate in such a situation. ""They know that the Congress is in for a major defeat. That is why the Congress, which is definitely going to lose, did not want to make the head of the Gandhi family as its Prime Ministerial candidate,"" he said. ""They have not presented him as the Prime Ministerial candidate, because if they had done so there would have been comparisons, analysis vis a vis Narendra Modi and all surveys show that Rahul Gandhi stands nowhere in that. That is why they have not named him as the Prime Ministerial candidate but the campaign chief,"" Prasad said.",Congress avoided naming Rahul Gandhi as it is aware of impending defeat: BJP - The Economic Times,1/16/14,http://economictimes.indiatimes.com/news/politics-and-nation/congress-avoided-naming-rahul-gandhi-as-it-is-aware-of-impending-defeat-bjp/articleshow/28903358.cms
45,"NEW DELHI: State-run oil explorers Oil & Natural Gas Corp (ONGC) and Oil India Ltd (OIL) will buy part of the government's stake in Indian Oil Corp for a total of Rs 4,700 crore to Rs 5,000 crore, helping the government meet part of its disinvestment target in a choppy market. ""In-principle we have taken a decision for a block deal. Modalities will be worked out,"" Oil Minister Veerappa Moily told reporters after the meeting of empowered group of ministers on disinvestment. The government holds 78.9% stake in IOC. The empowered group deferred a decision to sell IOC shares to the public because they were undervalued, Oil secretary Vivek Rae said. The government chose the block deal as the finance ministry is desperate to raise money through sale of stakes in state-run firms for narrowing the budget deficit. ONGC and OIL have been told to purchase the shares, government and industry officials said. ONGC already holds 8.77% stake in IOC. Moily and IOC Chairman RS Butola had cautioned the government not to launch a public offer in a weak market because there was a sharp fall in its valuation and shares were falling further after the government announced to divest 10% of its stake in the company. Its share price has started gaining after the government shelved the public offer route, officials said. In November last year the company's scrip fell to around Rs 200 on the news of the public offering, which was down from Rs 349 on Jan 18 that year. After the news of the block deal, its shares closed 1.5% higher at Rs 212.05 in the Mumbai market on Thursday. But, the EGoM's decision has a negative impact on the companies buying IOC's shares: ONGC fell 1.5% and OIL by 0.5% at the close of the market. The 10% disinvestment in IOC has been approved by the Cabinet and is part of plans by the government to raise Rs 40,000 crore from asset sales this fiscal year. It has so far only met Rs 1,323 crore of this target through disinvestment in six state-run firms. Government and state oil companies' officials say that ONGC and OIL will get value later after the government will introduce the pricing reforms in fuel retail. Public offering would have a poor response because of the government's fuel pricing policy, which forces oil marketing companies to sell diesel below market rates, they said.","EGoM okays IOC share sale to ONGC, OIL for Rs 4,800-5,000 crore - The Economic Times",1/16/14,http://economictimes.indiatimes.com/markets/stocks/market-news/egom-okays-ioc-share-sale-to-ongc-oil-for-rs-4800-5000-crore/articleshow/28893887.cms
46,"NEW YORK: Apple Inc's various objections to a court-appointed antitrust monitor in a case involving fixing e-book prices only confirm the importance of his work, a federal judge said on Thursday. ""If anything, Apple's reaction to the existence of a monitorship underscores the wisdom of its imposition,"" US District Judge Denise Cote wrote. Cote's comment came in a 64-page opinion explaining why earlier this week she had rejected Apple's request to stay an order installing an external compliance monitor, after she found Apple liable for conspiring to fix e-book prices. The judge said she would allow Apple until Tuesday to file an appeal of her decision to the 2nd US Circuit Court of Appeals. Apple did not immediately comment on the written opinion. A lawyer for the company, Theodore Boutrous, said on Monday that Apple planned to appeal. A Justice Department spokeswoman said the government was pleased with Cote's decision. The ruling is the latest step in an escalating skirmish between Apple and the monitor, Michael Bromwich, a former Justice Department inspector general. Cote appointed Bromwich in October, three months after finding Apple liable for conspiring with five publishers to hike e-book prices. In November, Apple complained that Bromwich had aggressively and improperly sought interviews with top executives and board members, a criticism that Cote rejected. ""A monitorship would be of little use at all if a monitor were only permitted to receive, review and opine on company-vetted documents,"" she wrote. ""Apple cites to no case holding that a monitor may never conduct interviews and there are many examples to the contrary."" Apple also argued that Bromwich must be disqualified because he had shown bias toward the company by filing a declaration disputing Apple's claims that he had moved too aggressively in his investigation. Cote said Bromwich had simply responded to Apple's factual allegations. Apple has also questioned Bromwich's hourly fee of $1,100, saying it gave Bromwich an incentive to drag out his investigation as long as possible. Cote said there is nothing untoward about the fee and advised Apple that there are procedures in place for it to challenge his pay before seeking a stay. She also said the Justice Department and the monitor offered to adjust his fee, but that Apple did not respond. Cote said she would assign the fee dispute to a magistrate judge for resolution. She initially denied Apple's bid after a hearing on Monday but did not offer a full explanation of her reasoning until her opinion on Thursday. The case is US v Apple Inc et al, US District Court, Southern District of New York, 12-2826.",Apple's objections show why e-book monitor is needed: Judge - The Economic Times,1/16/14,http://economictimes.indiatimes.com/news/international/apples-objections-show-why-e-book-monitor-is-needed-judge/articleshow/28909201.cms
47,"NEW DELHI: Bharti Airtel is in talks to buy out Mumbai-based Loop Mobile in a deal that will give the telecom major about 3 million customers. Loop, which owns a mobile telephony licence for the Mumbai circle, is in negotiations with Airtel and other telecom firms to sell its business in a Rs 750 crore deal. Loop Mobile has debt of Rs 400 crore, which is likely to be included in final deal size. While Loop and Airtel declined to comment, sources privy to the negotiations said Loop was in talks to sell both its mobile and tower business. Loop holds 8 megahertz of spectrum in the premium 900 MHz band, which as per latest base price, is valued at Rs 2,624 crore. The operator has about 2,000 operational mobile tower sites, of which 500 are company-owned. Some suitors want only Loop's mobile business, while a few are interested in the combined entity. If Airtel buys Loop's mobile business, the Khaitan-owned company will sell the tower business separately. A successful deal will reduce the number of claimants for the premium 900 MHz band in the Mumbai service area. Airtel had 4.1 million customers in Mumbai at the end of September and was ranked third in terms of subscribers. The addition of Loop Mobile's customer base would make Airtel the top operator in Mumbai, where Vodafone is currently the market leader with 6.8 million customers. Mukesh Ambani-led Reliance Jio Infocomm yesterday applied to participate in the spectrum auction and bid for the scarce 900 MHz band, which is crucial for both Bharti Airtel and Vodafone. The government plans to auction 16 MHz of spectrum in the 900 MHz band each in Delhi and Mumbai and 14 MHz in Kolkata. Applicants have to bid for a minimum of 5 MHz. At the base price, 5 MHz of spectrum will cost Rs 1,800 crore in Delhi, Rs 1,640 crore in Mumbai and Rs 625 crore in Kolkata. Loop has decided to skip the spectrum auction scheduled on February 3. Its Mumbai licence expires in November and the company is required to bid afresh for airwaves to continue operations. The company had approached the telecom tribunal TDSAT for its right to get the license renewed and said it is willing to pay market-determined prices for airwaves if the renewal is granted.",Bharti Airtel likely to buy Loop Mobile - The Economic Times,1/16/14,http://economictimes.indiatimes.com/news/news-by-industry/telecom/bharti-airtel-likely-to-buy-loop-mobile/articleshow/28897941.cms
